id,description,name,uniprot,num_actives,name_fmt,path
6745,Glutamate receptor 2,GRIA2_HUMAN,P42262,191,glutamate_receptor_2,./Ionchannel_Denise/decoys_glutamate_receptor_2.sdf
6746,Glutamate receptor 3,GRIA3_HUMAN,P42263,22,glutamate_receptor_3,./Ionchannel_Denise/decoys_glutamate_receptor_3.sdf
6747,Glutamate receptor 4,GRIA4_HUMAN,P48058,45,glutamate_receptor_4,./Ionchannel_Denise/decoys_glutamate_receptor_4.sdf
6777,Gamma-aminobutyric acid receptor subunit alpha-2,GBRA2_HUMAN,P47869,132,gamma_aminobutyric_acid_receptor_subunit_alpha_2,
6778,Gamma-aminobutyric acid receptor subunit alpha-3,GBRA3_HUMAN,P34903,59,gamma_aminobutyric_acid_receptor_subunit_alpha_3,./Ionchannel_Denise/decoys_gamma_aminobutyric_acid_receptor_subunit_alpha_3.sdf
6829,Gamma-aminobutyric acid receptor subunit alpha-1,GBRA1_HUMAN,P14867,123,gamma_aminobutyric_acid_receptor_subunit_alpha_1,
6873,"Glutamate receptor ionotropic, kainate 1",GRIK1_HUMAN,P39086,176,glutamate_receptor_ionotropic_kainate_1,./gpcr/glutamate_receptor_ionotropic_kainate_1.sdf
6874,"Glutamate receptor ionotropic, kainate 2",GRIK2_HUMAN,Q13002,96,glutamate_receptor_ionotropic_kainate_2,./gpcr/glutamate_receptor_ionotropic_kainate_2.sdf
6988,Glycine receptor subunit beta,GLRB_HUMAN,P48167,40,glycine_receptor_subunit_beta,
7076,Glycine receptor subunit alpha-1,GLRA1_HUMAN,P23415,91,glycine_receptor_subunit_alpha_1,./Ionchannel_Denise/decoys_glycine_receptor_subunit_alpha_1.sdf
7095,"Glutamate receptor ionotropic, kainate 3",GRIK3_HUMAN,Q13003,26,glutamate_receptor_ionotropic_kainate_3,./gpcr/glutamate_receptor_ionotropic_kainate_3.sdf
7096,"Glutamate receptor ionotropic, kainate 5",GRIK5_HUMAN,Q16478,24,glutamate_receptor_ionotropic_kainate_5,./gpcr/glutamate_receptor_ionotropic_kainate_5.sdf
7135,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1,HCN1_HUMAN,O60741,42,potassiumsodium_hyperpolarization_activated_cyclic_nucleotide_gated_channel_1,
7303,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2,HCN2_HUMAN,Q9UL51,23,potassiumsodium_hyperpolarization_activated_cyclic_nucleotide_gated_channel_2,
7409,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4,HCN4_HUMAN,Q9Y3Q4,36,potassiumsodium_hyperpolarization_activated_cyclic_nucleotide_gated_channel_4,
8162,Potassium voltage-gated channel subfamily A member 3,KCNA3_HUMAN,P22001,247,potassium_voltage_gated_channel_subfamily_a_member_3,
8163,Potassium voltage-gated channel subfamily A member 5,KCNA5_HUMAN,P22460,646,potassium_voltage_gated_channel_subfamily_a_member_5,
8165,Potassium voltage-gated channel subfamily H member 2,KCNH2_HUMAN,Q12809,5333,potassium_voltage_gated_channel_subfamily_h_member_2,
8168,ATP-sensitive inward rectifier potassium channel 1,KCNJ1_HUMAN,P48048,185,atp_sensitive_inward_rectifier_potassium_channel_1,
8311,Calcium-activated potassium channel subunit alpha-1,KCMA1_HUMAN,Q12791,49,calcium_activated_potassium_channel_subunit_alpha_1,./decoys_Calcium_activated_potassium_channel_subunit_alpha_1.sdf
8318,Potassium voltage-gated channel subfamily H member 1,KCNH1_HUMAN,O95259,22,potassium_voltage_gated_channel_subfamily_h_member_1,
8322,Potassium channel subfamily K member 2,KCNK2_HUMAN,O95069,17,potassium_channel_subfamily_k_member_2,./Ionchannel_Denise/decoys_potassium_channel_subfamily_k_member_2.sdf
8323,Potassium channel subfamily K member 3,KCNK3_HUMAN,O14649,120,potassium_channel_subfamily_k_member_3,./Ionchannel_Denise/decoys_potassium_channel_subfamily_k_member_3.sdf
8326,Potassium channel subfamily K member 9,KCNK9_HUMAN,Q9NPC2,47,potassium_channel_subfamily_k_member_9,./Ionchannel_Denise/decoys_potassium_channel_subfamily_k_member_9.sdf
8328,Potassium voltage-gated channel subfamily KQT member 2,KCNQ2_HUMAN,O43526,28,potassium_voltage_gated_channel_subfamily_kqt_member_2,
8396,ATP-sensitive inward rectifier potassium channel 11,KCJ11_HUMAN,Q14654,102,atp_sensitive_inward_rectifier_potassium_channel_11,
8406,G protein-activated inward rectifier potassium channel 4,KCNJ5_HUMAN,P48544,20,g_protein_activated_inward_rectifier_potassium_channel_4,
8407,G protein-activated inward rectifier potassium channel 2,KCNJ6_HUMAN,P48051,28,g_protein_activated_inward_rectifier_potassium_channel_2,
8413,Small conductance calcium-activated potassium channel protein 1,KCNN1_HUMAN,Q92952,32,small_conductance_calcium_activated_potassium_channel_protein_1,
8414,Small conductance calcium-activated potassium channel protein 2,KCNN2_HUMAN,Q9H2S1,47,small_conductance_calcium_activated_potassium_channel_protein_2,./Ionchannel_Denise/decoys_small_conductance_calcium_activated_potassium_channel_protein_2.sdf
8415,Small conductance calcium-activated potassium channel protein 3,KCNN3_HUMAN,Q9UGI6,60,small_conductance_calcium_activated_potassium_channel_protein_3,./Ionchannel_Denise/decoys_small_conductance_calcium_activated_potassium_channel_protein_3.sdf
8416,Intermediate conductance calcium-activated potassium channel protein 4,KCNN4_HUMAN,O15554,68,intermediate_conductance_calcium_activated_potassium_channel_protein_4,./Ionchannel_Denise/decoys_intermediate_conductance_calcium_activated_potassium_channel_protein_4.sdf
8417,Potassium voltage-gated channel subfamily KQT member 4,KCNQ4_HUMAN,P56696,24,potassium_voltage_gated_channel_subfamily_kqt_member_4,
8600,Potassium voltage-gated channel subfamily A member 1,KCNA1_HUMAN,Q09470,17,potassium_voltage_gated_channel_subfamily_a_member_1,
8778,Potassium voltage-gated channel subfamily A member 7,KCNA7_HUMAN,Q96RP8,30,potassium_voltage_gated_channel_subfamily_a_member_7,
8779,Potassium voltage-gated channel subfamily B member 1,KCNB1_HUMAN,Q14721,24,potassium_voltage_gated_channel_subfamily_b_member_1,
8781,Potassium voltage-gated channel subfamily C member 1,KCNC1_HUMAN,P48547,20,potassium_voltage_gated_channel_subfamily_c_member_1,
9447,Potassium voltage-gated channel subfamily KQT member 1,KCNQ1_HUMAN,P51787,47,potassium_voltage_gated_channel_subfamily_kqt_member_1,
11089,"Glutamate receptor ionotropic, NMDA 1",NMDZ1_HUMAN,Q05586,60,glutamate_receptor_ionotropic_nmda_1,./gpcr/glutamate_receptor_ionotropic_nmda_1.sdf
11519,"Glutamate receptor ionotropic, NMDA 2B",NMDE2_HUMAN,Q13224,141,glutamate_receptor_ionotropic_nmda_2b,./gpcr/glutamate_receptor_ionotropic_nmda_2b.sdf
11648,P2X purinoceptor 1,P2RX1_HUMAN,P51575,18,p2x_purinoceptor_1,
11650,P2X purinoceptor 7,P2RX7_HUMAN,Q99572,1793,p2x_purinoceptor_7,./Ionchannel_Denise/decoys_p2x_purinoceptor_7.sdf
11772,P2X purinoceptor 3,P2RX3_HUMAN,P56373,844,p2x_purinoceptor_3,./Ionchannel_Denise/decoys_p2x_purinoceptor_3.sdf
15101,Sodium channel protein type 2 subunit alpha,SCN2A_HUMAN,Q99250,117,sodium_channel_protein_type_2_subunit_alpha,./Ionchannel_Denise/decoys_sodium_channel_protein_type_2_subunit_alpha.sdf
15102,Sodium channel protein type 4 subunit alpha,SCN4A_HUMAN,P35499,144,sodium_channel_protein_type_4_subunit_alpha,./Ionchannel_Denise/decoys_sodium_channel_protein_type_4_subunit_alpha.sdf
15103,Sodium channel protein type 5 subunit alpha,SCN5A_HUMAN,Q14524,328,sodium_channel_protein_type_5_subunit_alpha,./Ionchannel_Denise/decoys_sodium_channel_protein_type_5_subunit_alpha.sdf
15104,Sodium channel protein type 10 subunit alpha,SCNAA_HUMAN,Q9Y5Y9,117,sodium_channel_protein_type_10_subunit_alpha,./Ionchannel_Denise/decoys_sodium_channel_protein_type_10_subunit_alpha.sdf
15251,Sodium channel protein type 3 subunit alpha,SCN3A_HUMAN,Q9NY46,18,sodium_channel_protein_type_3_subunit_alpha,./Ionchannel_Denise/decoys_sodium_channel_protein_type_3_subunit_alpha.sdf
15538,Sodium channel protein type 1 subunit alpha,SCN1A_HUMAN,P35498,31,sodium_channel_protein_type_1_subunit_alpha,./Ionchannel_Denise/decoys_sodium_channel_protein_type_1_subunit_alpha.sdf
15540,Sodium channel protein type 8 subunit alpha,SCN8A_HUMAN,Q9UQD0,16,sodium_channel_protein_type_8_subunit_alpha,./Ionchannel_Denise/decoys_sodium_channel_protein_type_8_subunit_alpha.sdf
15541,Sodium channel protein type 9 subunit alpha,SCN9A_HUMAN,Q15858,3602,sodium_channel_protein_type_9_subunit_alpha,./Ionchannel_Denise/decoys_sodium_channel_protein_type_9_subunit_alpha.sdf
15542,Amiloride-sensitive sodium channel subunit alpha,SCNNA_HUMAN,P37088,42,amiloride_sensitive_sodium_channel_subunit_alpha,
17632,Short transient receptor potential channel 3,TRPC3_HUMAN,Q13507,32,short_transient_receptor_potential_channel_3,
17634,Short transient receptor potential channel 5,TRPC5_HUMAN,Q9UL62,16,short_transient_receptor_potential_channel_5,
17942,Transient receptor potential cation channel subfamily A member 1,TRPA1_HUMAN,O75762,358,transient_receptor_potential_cation_channel_subfamily_a_member_1,./Ionchannel_Denise/decoys_transient_receptor_potential_cation_channel_subfamily_a_member_1.sdf
17943,Transient receptor potential cation channel subfamily M member 4,TRPM4_HUMAN,Q8TD43,32,transient_receptor_potential_cation_channel_subfamily_m_member_4,
18268,Transient receptor potential cation channel subfamily M member 2,TRPM2_HUMAN,O94759,15,transient_receptor_potential_cation_channel_subfamily_m_member_2,
18270,Transient receptor potential cation channel subfamily M member 7,TRPM7_HUMAN,Q96QT4,16,transient_receptor_potential_cation_channel_subfamily_m_member_7,
18272,Transient receptor potential cation channel subfamily V member 3,TRPV3_HUMAN,Q8NET8,250,transient_receptor_potential_cation_channel_subfamily_v_member_3,./Ionchannel_Denise/decoys_transient_receptor_potential_cation_channel_subfamily_v_member_3.sdf
18596,Short transient receptor potential channel 6,TRPC6_HUMAN,Q9Y210,35,short_transient_receptor_potential_channel_6,./Ionchannel_Denise/decoys_short_transient_receptor_potential_channel_6.sdf
18598,Transient receptor potential cation channel subfamily M member 8,TRPM8_HUMAN,Q7Z2W7,388,transient_receptor_potential_cation_channel_subfamily_m_member_8,./Ionchannel_Denise/decoys_transient_receptor_potential_cation_channel_subfamily_m_member_8.sdf
18599,Transient receptor potential cation channel subfamily V member 1,TRPV1_HUMAN,Q8NER1,1820,transient_receptor_potential_cation_channel_subfamily_v_member_1,./Ionchannel_Denise/decoys_transient_receptor_potential_cation_channel_subfamily_v_member_1.sdf
18600,Transient receptor potential cation channel subfamily V member 2,TRPV2_HUMAN,Q9Y5S1,16,transient_receptor_potential_cation_channel_subfamily_v_member_2,
18601,Transient receptor potential cation channel subfamily V member 4,TRPV4_HUMAN,Q9HBA0,89,transient_receptor_potential_cation_channel_subfamily_v_member_4,./Ionchannel_Denise/decoys_transient_receptor_potential_cation_channel_subfamily_v_member_4.sdf
